label,doc
englishFootball,"The Ivory Coast dangerman sat out Crystal Palace's 2-1 defeat at Watford in the FA Cup quarter-finals on Saturday, in a game where the Eagles struggled to create chances. After the game, Hodgson lamented the loss of Palace's prime attacking threat, and questioned whether it might have made the difference in a tight game at Vicarage Road. He said: ""He's an outstanding player, when you take players of that quality in a team you're not going to be able to say you didn't miss them, you never know what sort of game they're going to have. ""We don't really want to go into an important quarter-final without players of his ability and his importance. So that was a bit unfortunate as, of course, has been the Mamadou Sakho injury. ""He (Zaha) felt his hamstring after the Brighton game, he didn't train, during the week we took him out to test it on Thursday but it would have been an enormous risk to play him in the game today and risk more serious injury. We can only hope he'll recover in the two weeks before the next game."" Hodgson felt his side had been undone by a piece of quality in Watford's winning goal 11 minutes from time rather than anything more habitual, and said he had felt confident that his side would go on to win when the scores were level. He said: ""The second-half performance was good. The game was dominated by the weather conditions, as are so many at this time of year, I thought it was a tight encounter. ""You have to weather the storm in the first half, we couldn't get the ball away from the corner flag. But we started to look more dangerous after half-time and when we equalised I was feeling fairly good about the team and our chances of winning."""
englishFootball,"Millwall were leading the tie 2-0 heading into the 88th minute, but late goals from Jurgen Locadia and Solly March saw the game go to extra-time before Brighton won the shootout. Lions manager Harris says his Millwall side were better and a human error from goalkeeper David Martin - who let March's free-kick slip through his fingers - cost them a semi-final place. ""What an outstanding performance for 94 minutes,"" he said. ""First and foremost, I feel for Dave Martin. He was excellent throughout the game, commanded his box and made some saves. It was a good kick in but he made a slight error of judgement and it's cost us. ""He's a top pro and one of the nicest players I've ever come across in football. The way my team played, the running ability, some of our play with the ball, the two goals we scored - it was all great play and what gives me the most pride is that we were better than Brighton today. ""Our opportunity to win the quarter-final was 2-0 up in the 88th minute. Would I change anything I did? Not at all because the players on the pitch should have been capable of seeing out a two-goal lead with the amount of defensive players and leadership we had on the pitch. What you can't do is legislate for human error and that's what cost us."" Millwall will now focus on the Sky Bet Championship as they look to steer themselves out of a relegation battle with nine games of the season to play. Harris added: ""For me today, we matched and surpassed a Brighton side that is doing really well in the Premier League. We've now got nine cup finals left. This has been a great adventure, the FA Cup, and we've had some great games and we have to take those battling qualities into those nine cup finals. ""The biggest game by far is Leeds away in two weeks. We'll enjoy the break and then we've got five games at The Den in the last eight games of the season."" Brighton have now made it to their first FA Cup semi-final since 1983 and will face Manchester City, but despite the seemingly daunting opponent, manager Chris Hughton says anything can happen on the day. ""It's very difficult to get to this stage of the competition so you know it isn't going to come round too often,"" he said. ""When it does, I think you have to big up the occasion as much as possible, praise those that have got us there and try to enjoy it the best we can. ""I don't think I am saying anything out of turn when I say that the three of us [Brighton and other semi-finalists, Wolves and Watford] would have wanted to avoid Man City. At this moment, they are one of the best teams in the world and still going in four competitions. ""But as this weekend showed, teams can get close, there can be upsets and if you have enough going for you, and the opposition don't have one of their better days, who knows what can happen."" VAR has also been back in the spotlight this weekend, with Sky Bet Championship grounds not having the technology, although a few incidents needed it at The Den on Sunday, particularly for Brighton. Hughton added: ""The feeling was that we should have had a penalty for a foul on Duffy, there was a foul on the build-up to the first goal and Montoya being through [he was flagged offside in the last minute of extra-time but was onside]. ""I don't think it's fair that some games don't have VAR. if I'm a team who has benefited from it in one game, I certainly don't think it's fair on the teams that don't benefit from it."""
englishFootball,"The 20-year-old Frenchman, who can operate as a right-back or right midfielder, has become a regular starter under Ralph Hasenhuttl, making his top-flight debut under the Austrian against Manchester United in January. Valery has gone on to feature in 16 Premier League games this season, scoring in his last two matches against United and Tottenham respectively, the latter of which sparked a late comeback which saw the Saints win 2-1 on Saturday. ""Yan's development has been fantastic in the last few months,"" Hasenhuttl said. ""I think he is a player who embodies precisely the philosophy of Southampton, as he is young and forward-thinking. ""He has been given trust by us, and in return he has shown exactly what we want to see, which is a brave player who believes in himself and is willing to work on his deficits to get better. ""Already you can see Yan has improved defensively, and his goals against teams like Manchester United and Tottenham are big signs of how much his confidence has been growing."" Valery added that he is now focused on helping 16th-placed Southampton keep their place in the Premier League next season. ""It's a big step,"" he said. ""It proves the club believe in me, and I am really proud and happy to sign again for this club. It is the club that gave me my chance. ""This manager has given me all of his trust, so I am just happy to sign again and I can't wait now to give everything I've got to help the club stay in the Premier League and to keep working hard and improve my game and be a better player than I am now."""
englishFootball,"The Foxes centre-back was dismissed after just four minutes at Turf Moor for a last-man foul on Johann Berg Gudmundsson. Dwight McNeil cancelled out James Maddison's free-kick and the Clarets dominated the second half in search of the lead. But substitute Wes Morgan popped up in the 90th minute to secure a 2-1 win to leave the East Lancashire club two points above the relegation zone in 17th. Dyche feels the hosts never settled after their opponents were reduced to 10 men and feels it was significant to the outcome. ""First half we didn't get to grips with it really,"" said the 47-year-old. ""They went to 10 men and I think it was so early it kind of shocked us and we didn't get to grips with it. ""Second half we adjusted it and we kept the ball better without really breaking them open. But it is difficult. Teams bank in with a 4-4-1 as they often do and they look for a counter. ""They didn't really counter many times and in the end they win it on a soft set-piece from our point of view."" Though Burnley enjoyed ample possession as Leicester went into survival mode after half-time, they carved out precious few opportunities to go in front. Ashley Barnes spurned the best of them, lifting the ball over from McNeil's centre. Dyche's team should arguably have had a second-half penalty when Wilfred Ndidi tripped Charlie Taylor, but referee Michael Oliver was unmoved amid the protests. Dyche feels the honesty of Taylor, 25, was his eventual undoing. ""He definitely clips him but [it's a] natural fall,"" he added. ""You don't get them for natural falls. If he goes rolling around on the floor he's got a chance. ""I don't think you get them for natural falls. It is a shame because that is the way the game is going. It looks like a pen to me. ""I'm not making it about that, that is for the game to sort out. We should do enough to win a game and we haven't done that."" Having missed the chance to go five points clear of the bottom three with many of their rivals not playing, Burnley have the international break to contemplate their bleak position in the table. They face key games against Wolves and at Bournemouth following the resumption of the domestic season, before a relegation six-pointer with 18th-placed Cardiff City. ""The clarity has to come,"" Dyche explained. ""[The international break] gives the chance for the players to clear their minds. ""They'll be disappointed today as well as I am. There is a lot of football to be played and we've got to get back to the feel of what we do. ""We're not a million miles away but today was a tough one to take but that is the way it goes."""
englishFootball,"After Ryan Babel had cancelled out Sadio Mane's equaliser at Craven Cottage, Sergio Rico's late foul on Sadio Mane allowed Liverpool to grab a win via a James Milner penalty, meaning Fulham sit 19th following seven straight defeats. Their chances of survival are slim with seven games remaining, sitting 13 points from safety, and caretaker manager Parker could not hide his disappointment after a hard-fought second half. Asked if Fulham had thrown the game away, Parker told Sky Sports: ""Yeah probably. Gutted, disappointed, mainly for the players really. I said before the day how hard everyone has been working this week. ""Even as slow as we were in the first half in the attacking third, I saw things which were part of what we want, and then certainly second half."" Parker was easy on his goalkeeper Rico for the late penalty, which came after the goalkeeper had spilled a simple Mo Salah shot before grabbing at Mane. ""You see it every week, when a player makes a mistake, his first action is to try and put it right, and nine times out of 10 the first thing they do when they've made a mistake is take out everyone in front of them because they want to make amends. ""Sergio has pulled off some great saves today but he's obviously made a little error there."" Parker's job interview for the full-time managerial position has consisted of three straight defeats so far, but the former Fulham midfielder is confident the club are moving in the right direction. ""This is a process, it's something that will take time, but I see some evidence to suggest we're moving in the right direction. ""Listen, I said it two weeks ago, I said it after the last games, my message is the same, and to the players, this group have quality. What we have lacked at times this year is fight. I'm extremely proud of what they've done today. I'm proud of everyone, staff and players. ""If there's one thing I'm not it's a kidder. It's there in black and white for us all to see [the Premier League table]. ""We know the mountain is bigger, we understand the challenge ahead of us, seven games left, if we can have that spirit we had today, and at times that play we had which I know will only improve, certainly I know us as a team and as a football club will be in a better place."""
notEnglishFootballDocs,"The House of Commons will be given the choice of various Brexit outcomes through a series of so-called indicative votes. It comes after the government was defeated in the Commons and failed to stop a proposal spearheaded by former Tory minister Sir Oliver Letwin from being approved by MPs. His plan has seized control of the parliamentary timetable from the government for Wednesday. It is up to Speaker John Bercow as to what options will be voted on, but Sir Oliver has said that all ""serious"" proposals should have a chance to be considered. So, what are the likely Brexit options MPs will be voting on and how will the votes work? Revoke Article 50 Article 50 is the clause which triggered the UK's withdrawal from the EU and gave the country two years to negotiate an exit deal. A petition to revoke Article 50 and cancel Brexit passed five million signatures on Sunday. The prime minister is set against cancelling the UK's departure from the EU, claiming it would cause distrust of politicians for failing to deliver on the result of the EU referendum. Second referendum A second referendum would see decision-making on Brexit taken back to the public - likely including the option of remaining in the EU. The People's Vote campaign claimed one million people joined its march in favour of a second EU referendum in London on Saturday. A Sky Data poll in January found that most Britons do not want a second EU referendum, with 56% saying they were opposed to another vote. PM's deal MPs have twice rejected Theresa May's Brexit deal, with the prime minister admitting she is still yet to garner enough support to bring it back for a third vote in the Commons. EU leaders recently granted the prime minister's request to delay Brexit, on the condition that her deal is passed by the end of this week. PM's deal with customs union Another option is a softer version of the prime minister's deal, which would see the UK remain within the EU's customs union. This means goods can pass between the UK and the EU without checks or duties, but there will still be tariffs for non-EU goods. However, it would severely limit the UK's ability to sign independent trade deals with non-EU countries. PM's deal with customs union and single market membership This option would also include membership of the EU's single market - which guarantees the free movement of goods, capital, services and labour across the bloc. The prime minister has repeatedly stated ending free movement of people is among her top priorities in order to honour the 2016 Brexit vote. Standard free trade agreement Brexiteers have long argued the UK should sign a free trade deal with the EU along the lines of Canada's agreement with the bloc. This would see the vast majority of goods be traded tariff-free between the UK and EU, but leave the UK outside the bloc's customs union and single market. The prime minister argues this would not prevent the establishment of a hard border on the island of Ireland after Brexit. No-deal Brexit This final option would leave the UK with no agreements in place for its departure or what its future relationship with the EU will look like. It has been argued this could cause chaos at the UK's borders and see a hit to the economy, while also not providing protections for EU citizens living in the UK and British expats living on the continent. It could also see a hard border established on the island of Ireland, and the ending of UK-EU security co-operation. Sky News recently revealed the armed forces have activated a team in a nuclear-proof bunker under the Ministry of Defence as the government prepares for a potential no-deal Brexit. However, Brexiteers argue a no-deal Brexit would mean the UK wouldn't have to pay a £39bn divorce fee and could immediately reduce tariffs on goods coming into the country. How will it work? At 2pm on Wednesday, the normal business in the Commons will stop. MPs will then consider a backbench motion setting out the future business in the chamber, including the arrangements for holding the indicative votes. If more than one business motion is tabled, Speaker John Bercow will decide which one is selected. Sir Oliver said he hoped to be able to work with the government and Labour to come to an agreement about how the process will work. After a debate of up to an hour, the Commons will then begin considering the options that have been put forward. How long will it take? This is not clear, but Sir Oliver has suggested it could be a long process which takes several days. He has proposed that MPs begin on a ""plain vanilla basis"", with the Commons voting on the various options on paper slips all at once at the end of the first debate. This would be different to the normal practice, which sees MPs go through lobbies in a series of divisions of around 15 minutes each. Sir Oliver has said he thinks this would stop MPs voting tactically based on the sequence in which the votes are called. He added that once it has been established which proposals have ""significant"" support, a way would have to be found for MPs to ""zero in"" on the most popular option, perhaps through a form of preferential voting system. Will the government be bound by what MPs decide? Not necessarily. Prime Minister Theresa May told MPs on Tuesday that she was ""sceptical"" about the process, which ""could lead to an outcome that is un-negotiable with the EU"". ""No government could give a blank cheque to commit to an outcome without knowing what it is,"" she said. ""So I cannot commit the government to delivering the outcome of any votes held by this House, but I do commit to engaging constructively with this process."" This was reiterated by Commons leader Andrea Leadsom, who said MPs may come up with something that is ""entirely undeliverable."" Such talk prompted Tory former minister Nick Boles to warn that MPs could bring forward legislation forcing the government to act if ministers try to ignore Parliament."
notEnglishFootballDocs,"Theresa May is expected to face pressure to name her departure date when she faces her MPs later, amid signs that Conservative rebels are reluctantly ready to back her deal in a third vote. The prime minister will address the 1922 committee as she battles to save her withdrawal agreement, which has already been rejected twice by MPs. There have been suggestions that giving a time-frame for her exit from Number 10 will unlock more votes and see her party fall into line behind the deal. Mrs May's spokesman said the PM is ""totally focused on the job at hand and remains so"". At Prime Minister's Questions, Mrs May faced calls from the opposition to quit, while one of her own backbenchers claimed she will never be trusted again due to her handling of Brexit. In response to criticism from Tory MP Andrew Bridgen, she said MPs could still guarantee delivering on Brexit ""if this week he and others in this House support the deal"". SNP Westminster leader Ian Blackford told the Commons: ""It is becoming increasingly clear that the cost the prime minister will pay to force her disastrous deal through is the price of her departure. ""Yet again another Tory prime minister is willing to ride off into the sunset and saddle us with a crisis in the UK and an extreme right-wing Brexiteer coming into Downing Street. ""Does the prime minister feel no sense of responsibility for what she is about to do?"" Mrs May did not directly deny suggestions she was about to name a date for her departure, saying: ""It is my sense of responsibility and duty that has meant I have kept working to ensure Brexit is delivered."" Labour leader Jeremy Corbyn hit out at the ""chaotic and incompetent"" government and pushed the PM to tell MPs what her ""plan B"" is. The Commons clashes comes ahead of MPs voting on a range of Brexit alternatives in so-called ""indicative votes"". They will likely be able to express their opinion on a variety of potential ways forward - including a second referendum and a ""soft"" Brexit involving closer links with the EU - but the government has already said it will not be bound by what MPs decide. Labour has confirmed that its MPs will be whipped to support the call for a second referendum on any Brexit deal passed by Parliament. The government's unease with the process was underlined by Commons leader Andrea Leadsom, who said she was ""very concerned about the far-reaching implications"" of MPs taking control of the parliamentary agenda. Jacob Rees-Mogg, chairman of the European Research Group of eurosceptic Conservative MPs, said it was part of a ""concerted attempt"" to stop Brexit. Mr Rees-Mogg is among those who has softened his opposition to the PM's deal, saying although it has ""many faults"" it is ""at least legally leaving the European Union"". Former foreign secretary Boris Johnson has hinted he could back the agreement, provided Mrs May says when she will go. ""There's no point in supporting this deal without any sign that the UK is going to change its approach in phase two,"" he said."
notEnglishFootballDocs,"The DUP now consider a long extension to Brexit to be preferable to the prime minister's deal, Sky News understands.  Some in the party believe if the prime minister is forced by MPs to request a longer extension, there may be a change of Conservative leader to someone who could force through a different deal. The party has been in talks with deputy prime minister David Lidington over the government's offer of a ""Stormont lock"" to ensure new EU laws applied in Northern Ireland would be accepted by the rest of the UK under the backstop arrangements. It is understood the talks broke up in acrimony last Tuesday amid concerns that such an arrangement would never be acceptable to some Tory Brexiteers or the other devolved administrations. A source close to those talks told Sky News the party's MPs are moving towards ""a long extension, perhaps a year or more, which would mean a change of leader and a different approach"". The party's MPs have discussed the fact that while the EU's permission would be needed to leave the backstop, if Britain secured a long extension as an EU member, it could decide not to renew it at any time. A long extension would need to be agreed by all 27 remaining members of the European Union, but the French president warned against it at the EU summit last week. Emmanuel Macron said: ""In the case of a negative vote in the British parliament, we will be going to a no deal. We all know that. ""It is absolutely essential to be clear in these days and these moments, because it is a matter of the good functioning of the EU. ""We cannot have what I would call an excessive extension which would harm our capacity to decision and to act."" DUP MPs have resolutely opposed the Withdrawal Agreement, saying the backstop arrangements will lead to the breakup of the union and tie the UK into the EU's orbit indefinitely. Downing Street had hoped that support from the DUP at the eleventh hour would bring enough of the hardline Brexiteers in the Conservative Party over to the government's side to cobble together a majority with some Labour support. But Sammy Wilson, the DUP's Brexit spokesman, said on Sky News earlier that no deal was preferable to the prime minister's ""toxic"" withdrawal agreement, which is expected to be brought back to parliament this week. The MP for East Antrim said: ""She still has huge difficulties in her own party. ""A number have left her own party who are determined to vote against the withdrawal agreement, many in her own party who, regardless of what we would do, will be voting against it... why would we vote for an agreement which cuts Northern Ireland off from the rest of the UK, which keeps the United Kingdom in the customs union and the single market."" Following Sky's exclusive report, Mr Wilson wrote in the Daily Telegraph: ""Even if we are forced into a one year extension, we would at least have a say on the things which affect us during that time and would have the right to unilaterally decide to leave at the end of that one-year period through the simple decision of not applying for a further extension. ""Surely this is a better strategy than volunteering to be locked into the prison of the withdrawal deal with the cell door key in the pocket of [EU negotiator] Michel Barnier?"" Members of the European Research Group are split on whether to support the prime minister's deal, with several now supporting it in order to deliver Brexit in the coming weeks rather than accept a softer version or a longer extension. Brexiteer lawyer Martin Howe QC has suggested a long extension of Article 50 would be preferable to supporting the prime minister's deal."
notEnglishFootballDocs,"Theresa May has admitted there is still not enough support to bring back her Brexit deal for a third vote in the House of Commons - but failed to commit to chasing an alternative strategy. The prime minister updated MPs on Monday after agreeing a delay to Brexit with EU leaders at a Brussels summit last week. The UK will now leave the bloc on 22 May, although this is conditional on parliament finally approving Mrs May's Brexit deal by the end of this week. Without MPs agreeing to the prime minister's withdrawal agreement, the Brexit date will instead come sooner on 12 April. Mrs May told the Commons it is her ""great regret"" that ""as things stand, there is still not sufficient support in the House to bring back the deal for a third meaningful vote"". Her admission came after a phone call with Arlene Foster, the DUP leader whose party props up Mrs May's government at Westminster. After the pair's conversation, the Northern Ireland party announced its opposition to the prime minister's deal ""remains unchanged"". In her statement, Mrs May suggested the continuing absence of approval for her deal would see a ""slow Brexit"" with a longer delay to the UK's exit from the EU that would see the country take part in European Parliament elections and ""gives up control of any of our borders, laws, money or trade"". The prime minister also claimed a no-deal Brexit would not happen without MPs' approval, who have previously voted against such an outcome, while Mrs May added: ""No Brexit must not happen."" Downing Street later denied the prime minister's words meant she herself was ruling out a no-deal Brexit. On Monday evening, MPs are due to vote on a proposal for MPs to seize control of the parliamentary timetable for a day in order to hold so-called indicative votes on alternate Brexit outcomes. Mrs May told the Commons her government would oppose this move as an ""unwelcome precedent"" that would ""overturn the balance of our democratic institutions"". But she promised the government would itself provide parliamentary time for indicative votes on Brexit options. Yet, the prime minister warned MPs she ""cannot commit"" to delivering an alternative Brexit outcome that the Commons supported ""The UK is only one half of the equation and the votes could lead to an outcome that is unnegotiable with the EU,"" she said. Taking questions after her statement, Mrs May signalled she would not seek to drop her Brexit red lines and negotiate a post-Brexit customs union with the EU, even if a majority of MPs voted in favour of it. The prime minister suggested this would breach the Conservative manifesto from the 2017 general election. Labour leader Jeremy Corbyn, who backs a permanent customs union with the EU, told MPs it was ""time for this parliament to work together and agree on a Plan B"". He added: ""If she is brave the prime minister would help facilitate this."" Earlier, the EU issued a statement on the prospect of a no-deal Brexit - which it claimed was an ""increasingly likely"" scenario. Brussels said that if Britain leaves without an agreement in place, it will not benefit from a transition period to new arrangements, but will immediately be subject to checks and tariffs on its exports to the EU. It said this would be expected to cause ""significant delays"" at borders. The statement added: ""The EU's contingency measures will not - and cannot - mitigate the overall impact of a no-deal scenario, nor do they in any way compensate for the lack of preparedness or replicate the full benefits of EU membership or the favourable terms of any transition period, as provided for in the Withdrawal Agreement. ""These proposals are temporary in nature, limited in scope and will be adopted unilaterally by the EU. They are not 'mini-deals' and have not been negotiated with the UK. ""The EU has maintained - and will continue to maintain - a fully united position throughout its preparations, and during any possible no-deal period."""
notEnglishFootballDocs,"The House of Commons is preparing for another week dominated by Brexit, as Theresa May's position looks increasingly uncertain. The prime minister spent Sunday afternoon in crisis meetings at her country residence, Chequers, where she tried to persuade fellow Conservatives to back her Brexit agreement. :: Follow today's events as MPs seek to take control of Brexit Among the attendees were prominent Brexiteer backbenchers including Boris Johnson, Jacob Rees-Mogg and David Davis. But her office gave no hint as to the degree of her success, saying in a statement that the MPs had discussed ""whether there is sufficient support"" to bring her plan back to Parliament for a third vote. Mrs May had previously indicated that she may not bring her deal back to parliament this week if there is still not enough support for it. Meanwhile, Sunday newspapers had reported that a cabinet coup was under way, with a growing number of MPs putting pressure on the prime minister to set a date for her departure. Without approval for her deal, Mrs May would be left humiliated and that pressure could grow stronger. MPs are due to vote on a series of amendments this week aimed at influencing the Brexit process. A proposal led by former Tory ministers Sir OIiver Letwin and Dominic Grieve, together with Labour's Hilary Benn, will attempt to seize control of parliamentary business away from the government. This would then allow indicative votes to be held in the House of Commons on different Brexit options, in the hope that a majority of MPs will be found for one such alternative. It would also effectively take control of the Brexit process out of the hands of the government. Brexit Secretary Stephen Barclay has warned that such a move could bring about a ""constitutional collision"" and increase the risk of a general election. Mr Johnson, meanwhile, said the government had ""chickened out"" of delivering Brexit and that Mrs May needed to set out ""convincing proofs"" showing that the next phase of negotiations would be different before her deal could be supported. Writing in the Telegraph, he said: ""If she cannot give that evidence of change - she should drop the deal, and go back to Brussels, and simply set out the terms that so many on both sides - Remainers and Leavers - now believe are sensible. ""Extend the implementation period to the end of 2021 if necessary; use it to negotiate a free trade deal; pay the fee; but come out of the EU now - without the backstop. It is time for the PM to channel the spirit of Moses in Exodus, and say to Pharaoh in Brussels - let my people go."""
notEnglishFootballDocs,"Theresa May has days left in Downing Street amid a cabinet coup to oust her, according to several reports. Speculation the prime minister will be ousted is at fever pitch, with The Sunday Times reporting 11 cabinet ministers had told them they want Mrs May to move aside and make way for a replacement. Her de facto deputy David Lidington has been named as her potential caretaker replacement, while several are said to be ready to throw their weight behind Environment Secretary Michael Gove. Her former policy adviser George Freeman tweeted it was ""all over for the PM"", adding: ""She's done her best. But across the country you can see the anger. ""Everyone feels betrayed. Government's gridlocked. Trust in democracy collapsing. This can't go on. We need a new PM who can reach out (and) build some sort of coalition for a Plan B."" Former education secretary Nicky Morgan told The Sunday Telegraph cabinet ministers should tell her ""it's time to go"" while backbench Brexiteer Steve Baker says potential leadership contenders should ""act now"". Conservative backbencher Ann-Marie Trevelyan wrote: ""We now need a leader who believes in our country and wants to take her on the next stage of her journey."" According to Buzzfeed, the prime minister was told to think about leaving office by several of her whips during a meeting, but Mrs May was ""unmoved"", refusing to believe it would make any difference to the deal. Writing in the Sunday Telegraph, former Brexit secretary David Davis said leaving on World Trade Organisation terms, also called a no-deal Brexit, looked ""much better than the other options in front of us"". He said: ""If parliament rejects the deal on offer, the prime minister has it in her power to deliver a WTO outcome. That is what she should do. ""And if some ministers resign as a result? That would be a pity, but there are always volunteers to replace every departure."" It comes as up to one million people marched through London to demand a 'People's Vote', calling for the deal to be put to the people with the option to remain in the European Union. Pro-Brexit campaigners are continuing their march from the North East to the capital, and on Saturday, former UKIP leader Nigel Farage addressed some of the supporters. Mrs May spent the weekend on the campaign trail in Milton Keynes and in her country retreat of Chequers, no doubt mulling over the events of a turbulent week, in which she had blamed MPs for the Brexit delay and then said she may not bring her deal back to the Commons for a third time if there was not enough support to pass it. She came under fire for a speech which blamed MPs for the impasse, saying ""all MPs have been willing to say is what they don't want"". In a letter to parliamentarians on Friday she appeared to apologise, and said she might not bring the deal back again, writing: ""If it appears that there is not sufficient support to bring the deal back next week, or the House rejects it again, we can ask for another extension before 12 April."" She also acknowledged the ""difficult job"" all MPs face, and said it was not her intention to make it harder. Mrs May said she was holding Brexit meetings over the weekend, sharing pictures as she joined local election efforts in Milton Keynes."
notEnglishFootballDocs,"Theresa May has indicated she may not bring her deal back to parliament for a third vote if there is not enough support for it. In a letter to her fellow parliamentarians, she wrote: ""If it appears that there is not sufficient support to bring the deal back next week, or the House rejects it again, we can ask for another extension before 12 April."" The prime minister set out four options available following the EU's acceptance of a delayed departure date. :: The first option Mrs May sets out in her letter - to revoke Article 50 - would ""betray the result of the referendum"", she writes. :: She explains how the second option, leaving the EU with no deal on 12 April, has already been rejected by MPs. :: The third, pulling the next vote, could see her approach the EU for another extension which would see the UK remain in the EU during the European parliamentary elections. :: The final option she offers is to simply carry on as planned: bring the vote next week, approve it, and leave on 22 May. :: Backstop? Customs union? Brexit jargon explained The prime minister also extended an offer to MPs to speak to her directly if they wish to in order to help them reach a decision. Mrs May, who made a combative late-night speech on Wednesday, appeared to offer a conciliatory note to her colleagues. She wrote: ""I expressed my frustration with our failure to take a decision, but I know many of your are frustrated too. ""You have a difficult job to do and it was not my intention to make it any more difficult."" The Democratic Unionists - whose support will be crucial if the Government is to win a third vote - have indicated they would not back her deal. The DUP's deputy leader Nigel Dodds has lamented the PM's failure to secure any changes to the Northern Ireland backstop while in Brussels. ""Nothing has changed as far as the Withdrawal Agreement is concerned. We will not accept any deal which poses a long-term risk to the constitutional and economic integrity of the United Kingdom,"" he said. It comes as Number 10 is understood to be considering allowing parliament to vote on seven alternative options next week, amid growing fears that Theresa May will not get her Brexit plan through the House of Commons. A senior minister in the government told Sky News that plans are being drawn up to give MPs a choice between revoking Article 50, a second referendum, the prime minister's deal, her deal plus a customs union, the deal plus a customs union and single market access, a standard free trade agreement, or a no-deal Brexit. Meanwhile, a petition demanding Mrs May revokes Article 50 and cancels Brexit has passed 3.6 million signatures. The petition says: ""The government repeatedly claims exiting the EU is 'the will of the people'. ""We need to put a stop to this claim by proving the strength of public support now, for remaining in the EU. A People's Vote may not happen - so vote now."" The petition has had the highest rate of signatures on record - and at one point, it caused the official petitions website to crash. Actors Hugh Grant and Jennifer Saunders promoted the petition on social media, as did physicist Brian Cox."
notEnglishFootballDocs,"The US says it will put astronauts back on the moon within five years ""by any means necessary"". NASA carried out six manned flights to earth's satellite between 1969 and 1972. Fears that the US may be falling behind in the space race and president Trump's desire for a flagship project to champion as he mounts a re-election bid are thought to be behind the acceleration of the project to send Americans back to the moon. The US military is also wary of potential space weaponry capabilities of rival superpowers Russia and China. Both countries have landed unmanned craft on the moon. NASA had originally planned a manned mission by 2028, after first putting a ""gateway"" station in orbit around the moon by 2024. Announcing the new timetable at a meeting of the National Space Council in Alabama, vice president Mike Pence said: ""We're in a space race today, just as we were in the 1960s."" And in a nod to the words of Neil Armstrong, the first man on the moon, he added: ""It's time for the next giant leap. ""That next giant leap is to return American astronauts to the moon within the next five years by any means necessary, and to establish a permanent presence on the moon and prepare to put American astronauts on Mars."" He went on: ""In order to accomplish this, NASA must transform itself into a leaner, more accountable and more agile organisation."" That last comment is being viewed as a reference to the cost of the programme, likely to be tens of billions of dollars. Since shuttle missions ended in 2011 NASA has struggled to devise a suitable project for human space launches from US soil. Following Mr Pence's announcement NASA Administrator Jim Bridenstine said in a Twitter post: ""Challenge accepted. Now let's get to work."" NASA, along with Boeing, is currently developing its its next big rocket and capsule vehicle - the Space Launch System, or SLS, designed to carry crews and cargo beyond Earth orbit. It is also working with other companies such as SpaceX andr the Boeing-Lockheed Martin partnership United Launch Alliance, to get an uncrewed capsule into space by 2020. In November, NASA named nine US firms, including Lockheed Martin Corp, that would compete for funding under the space agency's renewed private-public partnership for developing technology to explore the lunar surface."
notEnglishFootballDocs,"Vladimir Putin is ready to improve ties with the US after Donald Trump's 2016 presidential campaign was cleared of colluding with Russia, the Kremlin has said. Russia's foreign ministry has called on the US to formally recognise the findings of the long-awaited Mueller investigation after Mr Trump said he had ""complete and total exoneration"". Responding to the special counsel report, Kremlin spokesman Dmitry Peskov said Russia had never interfered in elections in other countries and ""doesn't intend to do so"". He added: ""It's hard to find a black cat in a dark room, especially if it isn't there."" Mr Peskov said it was now up to the US to make the first move in improving relations with Russia, telling reporters: ""The ball is absolutely in their court."" Special counsel Robert Mueller spent almost two years examining alleged Russian interference in the 2016 US presidential election, bringing charges against 34 people and three Russian companies. A summary of his main findings was released on Sunday which said there was no evidence that Mr Trump's campaign ""conspired or coordinated"" with Russia. The report does not exonerate the president of obstruction of justice, the US Justice Department said. However, the summary, sent by the US Attorney General William Barr to members of Congress, said there was not enough evidence to prove charges of obstruction. White House spokeswoman Sarah Sanders said Mr Trump will let Mr Barr decide whether the full report should be publicly released after calls from high-profile Democrats, adding the president was ""more than happy for any of this stuff to come out"". After the release of Mr Mueller's findings, Mr Trump wrote on Twitter: ""No Collusion, No Obstruction, Complete and Total EXONERATION. KEEP AMERICA GREAT!"" He also tweeted several quotes from news reports about the investigation on Monday, including one that said it had found ""no Trump-Russia conspiracy"". Former FBI director James Comey, who headed the investigation before being fired by Mr Trump in May 2017, tweeted an image of himself in a forest surrounded by trees with the caption: ""So many questions."" Republican senator Lindsey Graham replied to the tweet, writing: ""Could not agree more. See you soon,"" implying Mr Comey may be called before Congress in the near future."
